,fullS*net_probabilities
A,-7.30744405772e-07
B,-1.36421947339e-06
C,-1.4260852032e-06
D,-1.43300954647e-06
E,-7.50232126534e-07
F,-6.57457374969e-07
A_ext,-0.186741306303
D_ext,0.286990682751
E_ext,-0.125021496724
F_ext,0.0247784820244
