,fullS*backward_rate
A,-1.20768576476
B,-2.2156657061
C,1.24081153545
D,2.10360051245
E,1.25920626592e-07
F,2.72161669934e-06
A_ext,-1.01406441439
D_ext,1.00915258523
E_ext,-1.02100253202
F_ext,1.10485093659
