,Forward rate
R_1,72.1014317708
R_2,67.4716105821
R_3,5.83778512812
R_4,48.6135922462
R_5,48.613306779
R_6,10.5371016817
R_7,15.1346181465
R_8,110.258747634
R_9,10.5373492364
