,Normalized Concentrations
A,0.0070047084404
B,0.000239674001758
C,0.00325375781679
D,0.000517288912375
E,0.0104304471487
F,4.6662619178e-05
A_ext,0.489248838042
D_ext,4.89248838042e-06
E_ext,0.489248838042
F_ext,4.89248838042e-06
