,Backward likelihoods
R_1,0.014313513967
R_2,0.0153156914694
R_3,0.209132113647
R_4,0.0215223761305
R_5,0.0215223761305
R_6,0.10501183079
R_7,0.0711167963738
R_8,0.00935601494129
R_9,0.10501183079
