,Forward likelihoods
R_1,69.8640461247
R_2,65.2925140206
R_3,4.78166639527
R_4,46.4632712455
R_5,46.4632712455
R_6,9.52273655714
R_7,14.061375807
R_8,106.883112765
R_9,9.52273655714
