,Net likelihoods
R_1,69.8497326107
R_2,65.2771983292
R_3,4.57253428163
R_4,46.4417488693
R_5,46.4417488693
R_6,9.41772472635
R_7,13.9902590106
R_8,106.87375675
R_9,9.41772472635
