,Normalized absolute activities
A,2.36068139502e-05
B,7.48291032415e-10
C,4.87966638633e-07
D,6.95792056502e-10
E,8.7817386327e-06
F,4.29975178301e-15
A_ext,0.880768119164
D_ext,6.49984068253e-15
E_ext,0.119199002873
F_ext,1.61114942398e-17
