,Forward probabilities
R_1,0.187088881901
R_2,0.174846779169
R_3,0.0128048212083
R_4,0.124423962667
R_5,0.124423962667
R_6,0.0255009297906
R_7,0.0376549487704
R_8,0.286222215439
R_9,0.0255009297906
