,Forward Log likelihoods
R_1,5.0683789892
R_2,4.66050044376
R_3,3.97615018456
R_4,4.64999727861
R_5,4.6504563174
R_6,0.313689221953
R_7,3.98756236263
R_8,5.5725590892
R_9,0.32808616877
