,Net likelihoods
R_1,158.91022044378767
R_2,105.67949857903496
R_3,53.29264189013155
R_4,104.5751393329622
R_5,104.6231631761105
R_6,0.637718289049044
R_7,53.904738749233616
R_8,263.10275083290713
R_9,0.6680076463945044
