,fullS*net_likelihood
A,-0.06192002537883923
B,-0.17107733202532716
C,0.025621429946980356
D,-0.04773341774915707
E,0.048023843148300216
F,-0.030289357345460344
A_ext,-158.91022044378767
D_ext,263.10275083290713
E_ext,-104.6231631761105
F_ext,0.6680076463945044
