,Normalized Concentrations
A,0.0050755231599088875
B,4.060078837224064e-05
C,0.0006128108826507129
D,5.114102001148208e-05
E,0.001773844278734847
F,3.6676959707378975e-05
A_ext,0.7736349235032857
D_ext,2.0946061792577187e-07
E_ext,0.21875224782892755
F_ext,2.2022117783269974e-05
