,Backward likelihoods
R_1,0.00629261227023808
R_2,0.009461726154864021
R_3,0.018757714249127096
R_4,0.009561627951431723
R_5,0.009557239800561796
R_6,0.7307460927179901
R_7,0.018544864722243853
R_8,0.003800741539942406
R_9,0.7203009495844996
