,fullS*backward_rate
A,-1.02192682813
B,-3.46159208723
C,1.73095894224
D,2.03386737909
E,-4.38815086978e-06
F,0.0104451431335
A_ext,-1.00629261227
D_ext,1.00380074154
E_ext,-1.0095572398
F_ext,1.72030094958
