,Forward rate
R_1,159.9165130560579
R_2,106.68896030518982
R_3,54.311399604380675
R_4,105.58470096091362
R_5,105.63272041591107
R_6,2.368464381767034
R_7,54.92328361395587
R_8,264.1065515744471
R_9,2.388308595979004
