,Thermodynamic driving force
R_1,12.4608959031
R_2,13.9693856191
R_3,7.24083194787
R_4,12.21902395
R_5,11.935655208
R_6,1.52340428125
R_7,8.156411994
R_8,13.6288213363
R_9,1.26451915885
