,Entropy
A,4.80281736781e-05
B,8.73198428217e-11
C,5.44154564835e-08
D,2.20722860569e-11
E,6.57133356458e-07
F,2.9875517831e-14
A_ext,0.00586061516554
D_ext,3.96145511519e-17
E_ext,0.0301761526509
F_ext,8.74362967202e-15
