,Backward rate
R_1,1.006292612270238
R_2,1.009461726154864
R_3,1.018757714249127
R_4,1.0095616279514317
R_5,1.009557239800562
R_6,1.7307460927179898
R_7,1.018544864722244
R_8,1.0038007415399426
R_9,1.7203009495844994
