,fullS*net_flux
A,-0.0619200253788
B,-0.171077332025
C,0.025621429947
D,-0.0477334177492
E,0.0480238431483
F,-0.0302893573455
A_ext,-158.910220444
D_ext,263.102750833
E_ext,-104.623163176
F_ext,0.668007646395
