,Reaction Entropy Production
R_1,0.313825046273
R_2,0.2595896614
R_3,0.174114986903
R_4,0.258174652122
R_5,0.258236468986
R_6,0.0164486097698
R_7,0.175382936389
R_8,0.363139571397
R_9,0.0165007792206
