,fullS*net_probabilities
A,-7.29803485584e-05
B,-0.000201635629916
C,3.01979993816e-05
D,-5.62596905266e-05
E,5.66019924998e-05
F,-3.56997246555e-05
A_ext,-0.187295195804
D_ext,0.310098879078
E_ext,-0.12331123686
F_ext,0.000787328987275
