,fullS*forward_rate
A,57.3224663006
B,66.079175102
C,0.42992079173
D,-349.347143942
E,-7.17814500018e-05
F,1.64730899996e-05
A_ext,-143.721970739
D_ext,374.346528841
E_ext,-9.27057564928
F_ext,4.16165460295
