,Concentrations
A,7.00662970718e-06
B,1.89902010639e-07
C,9.09427021369e-06
D,3.73346528858e-06
E,0.000120910568068
F,3.16165460282e-08
A_ext,0.368247504614
D_ext,0.36787944485
E_ext,0.368247504614
F_ext,0.36787944485
