,Macroscopic Reaction Entropy Production Net Flux
R_1,125.601849014
R_2,99.537759691
R_3,8.43072054554
R_4,21.8384052071
R_5,21.8382681945
R_6,11.3374844672
R_7,16.2343925541
R_8,115.854850301
R_9,11.3374490041
