,Net flux
R_1,142.714964109
R_2,82.6610688614
R_3,1.14707950197
R_4,8.14973791205
R_5,8.14966508121
R_6,2.84538263997
R_7,5.27487576456
R_8,373.343850364
R_9,2.84536451893
