,Backward likelihoods
R_1,0.00700662970685
R_2,0.0120958234006
R_3,0.5792602516
R_4,0.120909518677
R_5,0.120910568068
R_6,0.316288436067
R_7,0.183214273319
R_8,0.00267847675752
R_9,0.316290084017
