,Normalized Concentrations
A,4.75866214419e-06
B,1.28974920454e-07
C,6.17651584335e-06
D,2.5356413394e-06
E,8.21183032559e-05
F,2.14728716947e-08
A_ext,0.25010105188
D_ext,0.249851078335
E_ext,0.25010105188
F_ext,0.249851078335
