,Forward rate
R_1,143.721970739
R_2,83.6731646848
R_3,2.72633975357
R_4,9.27064743073
R_5,9.27057564928
R_6,4.16167107604
R_7,6.45809003788
R_8,374.346528841
R_9,4.16165460295
