,fullS*backward_rate
A,-1.58434944529
B,-2.74139056741
C,1.71233441435
D,2.42235483392
E,1.04939014389e-06
F,-1.64794973756e-06
A_ext,-1.00700662971
D_ext,1.00267847676
E_ext,-1.12091056807
F_ext,1.31629008402
