,Backward probabilities
R_1,1.11137084958e-05
R_2,1.91860367845e-05
R_3,0.000918805452666
R_4,0.000191783097033
R_5,0.000191784761545
R_6,0.000501687348426
R_7,0.0002906090533
R_8,4.2485204929e-06
R_9,0.000501689962355
