,fullS*net_probabilities
A,0.0934362462417
B,0.109161142713
C,-0.00203412650148
D,-0.5579663591
E,-1.15522121296e-07
F,2.87430564627e-08
A_ext,-0.226370248672
D_ext,0.59218695653
E_ext,-0.0129267573484
F_ext,0.00451323291663
