,Forward probabilities
R_1,0.224109462422
R_2,0.208302879325
R_3,0.0158062498179
R_4,0.0517815155296
R_5,0.0517813841554
R_6,0.0782607980694
R_7,0.0940672316614
R_8,0.19762974008
R_9,0.0782607389398
