,Backward rate
R_1,1.00000002687
R_2,1.00000002891
R_3,1.00000038093
R_4,1.00000011628
R_5,1.00000011628
R_6,1.00000007694
R_7,1.00000006401
R_8,1.00000003047
R_9,1.00000007694
