,Backward likelihoods
R_1,0.0143135139667
R_2,0.0153156914691
R_3,0.209132113633
R_4,0.0215223761297
R_5,0.0215223761297
R_6,0.105011830788
R_7,0.0711167963713
R_8,0.00935601494104
R_9,0.105011830788
