,log Q_r
R_1,-4.24655115577
R_2,-3.37208620622
R_3,-0.757997920339
R_4,-2.2250797663
R_5,-3.83866213503
R_6,0.973482460176
R_7,-1.83664055555
R_8,-4.67173583331
R_9,-2.25368227727
