,Forward likelihoods
R_1,69.8640461264
R_2,65.2925140219
R_3,4.78166639561
R_4,46.4632712473
R_5,46.4632712473
R_6,9.52273655732
R_7,14.0613758075
R_8,106.883112768
R_9,9.52273655732
