	Entropy
A	0.000240986259935
B	1.48075579115e-08
C	7.83722982306e-06
D	1.49258671011e-08
E	0.000106983117684
F	1.27011203944e-13
A_ext	0.111822653661
D_ext	2.12330407831e-13
E_ext	0.253531695838
F_ext	6.22983482623e-16
